,doc_id,nationality,mean_reaction_time,mean_auc,auc_effect,condition,chosen,reaction_time,auc
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,experimental,correct,1538.5801520265354,0.8742016457867394
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,experimental,incorrect,2364.549194659464,0.6806414376169088
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,experimental,incorrect,2018.2519078639457,1.8859795549848035
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,experimental,correct,2043.9478478636338,1.774184108423473
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,experimental,correct,1900.5953258866007,1.3404182117044572
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,experimental,incorrect,2069.4693362448465,2.1016106687593683
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,769.5866439560042,-0.6511245732297336
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,1463.5700914011588,-0.3521179041899229
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,848.7939530686841,-1.1116507888708527
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,781.824916448457,-0.4461840658529075
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,1107.8524485876135,-0.749626180423516
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,incorrect,1260.6217655119253,-1.1331285495875987
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,841.6598878658273,-1.0937465035198966
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,1015.5222129559717,-0.20915123217024545
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,incorrect,991.554675875591,-0.031798052232887564
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,1419.9486549335936,-0.32031897267573495
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,861.9153452211106,-1.630367724559352
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,1070.2387339375618,-0.5666505867300079
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,1557.1746348805423,-0.9646526964573775
0,0,hungarian,6.932654418205158,-0.8153460787307484,2.702488280240919,control,correct,1298.4792262832616,-0.1647170736883613
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,experimental,incorrect,1884.612963412813,1.6992486870419072
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,experimental,correct,2409.125855655452,2.2863728820519453
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,experimental,correct,2780.5106005338266,1.9560050212100302
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,experimental,correct,2222.974644931583,2.022468333094022
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,experimental,incorrect,2808.9228598673203,1.7265724593901093
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,experimental,correct,1884.4055735883974,1.1182153744261538
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1164.746808756683,-0.754588473547945
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1187.2693337043672,-0.21946887396618076
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1060.730823810863,-0.5717392329914697
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1379.615355784891,-0.6768360913404616
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,incorrect,1041.491029023251,-0.503023278497168
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1033.8166831252126,-1.0942297187978258
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1115.3015961347435,-1.0529552050817754
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1192.5086978881704,-1.057304597848423
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1319.3182057143483,-1.188705150158118
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1230.728915458566,-0.57296788200819
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1363.1336575792764,-1.302939789378266
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1009.9859542072488,-1.3382800528162888
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1158.7597703409192,-0.5889410853328716
1,1,hungarian,7.018447504245313,-0.9628903024625708,2.702488280240919,control,correct,1104.5659867889199,-1.0595197949942912
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,experimental,correct,1571.4143179514563,2.3165179683790327
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,experimental,correct,1583.5530194303808,1.3848619448547161
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,experimental,correct,2291.9239061914004,2.406363075436811
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,experimental,correct,2428.4177391423127,2.414964419043237
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,experimental,correct,2408.7750829957818,2.789456377272508
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,experimental,correct,2281.5978812339017,2.2225752501722007
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,823.0532523065348,-0.46805473046979496
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,1528.8616404057084,-0.3587030768995739
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,971.0274204421233,-2.084868916535334
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,998.2216574090304,-1.1680415067189438
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,1391.3642515517126,-0.08754752760873175
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,1345.2920335406081,-1.2170932318835521
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,972.5371356854766,-1.311149365338424
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,1321.2882937409292,-1.3608092629084498
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,1481.1562409482963,-0.3142024370392317
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,1117.123140025864,-1.0657560418799938
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,804.4032460471628,-1.4652341241054436
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,1731.6409155939355,-0.6226306655628173
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,1657.7140436397065,-0.7900975641735835
2,2,hungarian,7.003929594018481,-0.9278146541371239,2.702488280240919,control,correct,1178.0259896364698,-0.8006826345623623
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,experimental,correct,2047.9478146902227,1.671269789265957
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,experimental,correct,2450.263653716008,1.4035768514103053
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,experimental,incorrect,2600.6538479582305,2.111235152893164
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,experimental,correct,2684.606402591194,2.589539627711172
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,experimental,correct,2438.091348074849,2.1504902928055087
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,experimental,correct,2996.1490441380797,1.512685531013404
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1079.2338936097995,-0.7185214896454738
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1628.4216659671904,-1.3762739841096443
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1980.1034492167726,-0.10804481549754852
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1234.377425759278,0.04469937709078231
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1640.8741419943328,-0.340138805386157
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1750.5263420819256,-1.8711312751672506
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1620.5675314719047,-1.7229698997070015
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1255.6878556326712,-0.9170372325555148
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1540.1210793309926,-0.824993088430179
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1374.566133610492,-0.4330578622087867
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1806.5295967070979,-0.7176696978743486
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1251.5211799527362,-0.7184231842185902
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1571.060856068526,-1.3141684596672163
3,3,hungarian,7.2255352585539105,-0.815287369490107,2.702488280240919,control,correct,1682.7399828162052,-0.8827392569527601
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,experimental,correct,2139.589376774452,1.7102058792842554
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,experimental,correct,2035.726605986275,1.7887292853890007
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,experimental,correct,1884.2240384230784,1.9611601070008247
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,experimental,correct,3890.430701063123,1.78640110486254
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,experimental,incorrect,1378.5738070706152,0.7186238989688816
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,experimental,correct,2281.1097740108335,1.9881449086218392
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,incorrect,1149.0119398626778,-0.690150701805855
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,939.8432602464817,-1.259170812119364
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,993.8750990115172,-1.3097613758085769
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,1183.220731562904,-1.3485667836630304
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,1294.2080591909407,-0.8431512143783864
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,1151.3554307086608,-0.9903098425880121
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,772.9135261339115,0.6080591082322155
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,659.9948302210748,-1.2844261475586078
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,1303.9300687352882,-0.29980017105188783
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,1527.033889234172,-1.0642499529502767
